"relevance.w","endog.w","RMSE","RMSE1","COVERAGE","COVERAGE1","FMSC.BIAS","FMSC.RMSE","FMSC.COVERAGE","FMSC.CORRECT","GMM.BIC.BIAS","GMM.BIC.RMSE","GMM.BIC.COVERAGE","GMM.BIC.CORRECT","GMM.AIC.BIAS","GMM.AIC.RMSE","GMM.AIC.COVERAGE","GMM.AIC.CORRECT","GMM.HQ.BIAS","GMM.HQ.RMSE","GMM.HQ.COVERAGE","GMM.HQ.CORRECT","CC.BIC.BIAS","CC.BIC.RMSE","CC.BIC.COVERAGE","CC.BIC.CORRECT","CC.AIC.BIAS","CC.AIC.RMSE","CC.AIC.COVERAGE","CC.AIC.CORRECT","CC.HQ.BIAS","CC.HQ.RMSE","CC.HQ.COVERAGE","CC.HQ.CORRECT","CC.MSC.BIC.BIAS","CC.MSC.BIC.RMSE","CC.MSC.BIC.COVERAGE","CC.MSC.BIC.CORRECT","CC.MSC.AIC.BIAS","CC.MSC.AIC.RMSE","CC.MSC.AIC.COVERAGE","CC.MSC.AIC.CORRECT","CC.MSC.HQ.BIAS","CC.MSC.HQ.RMSE","CC.MSC.HQ.COVERAGE","CC.MSC.HQ.CORRECT","J.90.BIAS","J.90.RMSE","J.90.COVERAGE","J.90.CORRECT","J.95.BIAS","J.95.RMSE","J.95.COVERAGE","J.95.CORRECT"
0,0,0.787481825602963,0.975574151218658,0.9896,0.9924,0.500716815363854,0.779188612950749,0.9894,0.7998,0.49962882888059,0.86730197900778,0.9894,0.9322,0.498039932409162,0.913657266692123,0.9889,0.7986,0.497682254640287,0.895607019453341,0.9891,0.8672,0.493534640841373,0.954563511303426,0.9913,0.0627,0.497280720977676,0.920527068794217,0.9908,0.1755,0.494499537872589,0.940442812555742,0.9908,0.1133,0.494844506250155,0.965744478054854,0.9912,0.0558,0.497708282173332,0.958886903565597,0.9903,0.1293,0.495895858651047,0.960020402503502,0.9904,0.0922,0.499041457121011,0.836679219728118,0.9892,0.9063,0.497192689737858,0.825212796409707,0.9896,0.9496
0.1,0,0.757533788094595,0.992208091283959,0.9861,0.9922,0.466604412960973,0.76362536319529,0.9862,0.8032,0.464427183739845,0.850081378560117,0.9857,0.9136,0.478737685950419,0.923833020694328,0.9857,0.7659,0.471633981207797,0.882001495565781,0.9861,0.8426,0.490263108928775,0.9454111458819,0.9876,0.1203,0.474375519541592,0.892965870654755,0.987,0.2756,0.485285622897297,0.918288537511265,0.9873,0.1997,0.494987472752711,0.971650195759494,0.9876,0.1073,0.492820436563644,0.968171646918988,0.9865,0.2011,0.493633595577308,0.964566839426882,0.9871,0.1628,0.455901460324024,0.802505787658825,0.9861,0.8927,0.450928403188203,0.786529376141152,0.9865,0.9439
0.2,0,0.6042276514935,0.969397043478127,0.9745,0.992,0.373880038711968,0.65343796369436,0.9763,0.8026,0.363952736889051,0.799821572613159,0.9753,0.8804,0.402807741567239,0.88681943269933,0.978,0.7226,0.386974060116813,0.85001217505908,0.9763,0.7955,0.428565066637527,0.854949211252879,0.9793,0.2932,0.385796958063998,0.750905286021215,0.9783,0.4974,0.400971220484203,0.785589983334142,0.9788,0.4089,0.442779765608691,0.908533748267873,0.9782,0.2561,0.437294855474852,0.924920441165593,0.9762,0.3522,0.436538503311418,0.912403574048349,0.9766,0.3216,0.353294178773459,0.705392000413532,0.9751,0.8739,0.337032778760888,0.665827219506432,0.9746,0.9295
0.3,0,0.463899093350006,0.958502262995949,0.9591,0.9932,0.302469748804444,0.573700027135338,0.9671,0.7978,0.28410638081519,0.720010013064999,0.9679,0.8619,0.346274202387499,0.860128076359076,0.9696,0.6866,0.317182411741337,0.808269565598226,0.9682,0.7727,0.308079708161739,0.682525075138719,0.9718,0.5452,0.252240078870983,0.584237916985495,0.9685,0.7422,0.275927733265407,0.634377857638193,0.9705,0.662,0.359278725916395,0.81989302240203,0.9698,0.4706,0.372683184970206,0.878594017448085,0.9677,0.512,0.361735151962796,0.853463387226114,0.968,0.5139,0.263003349250336,0.642944806266347,0.966,0.8605,0.234898349284122,0.577239406030641,0.9623,0.9229
0.4,0,0.359592360009089,0.916240330775405,0.9444,0.9942,0.269840813831177,0.536786008727924,0.9567,0.7818,0.230476008814368,0.70372621590648,0.9572,0.8431,0.301615562448127,0.820478625842,0.9571,0.6628,0.271755678039126,0.772543460989095,0.9582,0.7517,0.206320686196529,0.484383775689301,0.9594,0.78,0.161987943950069,0.408469844753381,0.9536,0.8999,0.17937987214539,0.443404897704892,0.9559,0.857,0.282891752743918,0.742181332767114,0.9573,0.6648,0.317348213879649,0.824009226885755,0.9546,0.6008,0.298039365430154,0.783618965681291,0.9561,0.6515,0.207245064653631,0.619640789085523,0.9556,0.8461,0.177591716809219,0.497437939779294,0.9526,0.9112
0.5,0,0.291613374356228,0.895757658825832,0.9383,0.9927,0.224973550679064,0.493248494148303,0.9429,0.7932,0.191796387420155,0.620400846733507,0.9464,0.8474,0.26162556372463,0.803284384147778,0.9368,0.6744,0.235027304671929,0.75877344999775,0.9415,0.7542,0.118424082698524,0.371250347687709,0.9484,0.9137,0.0901676739722449,0.3174539301661,0.9406,0.9722,0.097606165991865,0.332612375261994,0.9428,0.9549,0.216354792972825,0.638866717588496,0.9446,0.7792,0.266269089494311,0.806633124357093,0.9345,0.6566,0.24522963555191,0.765531446464214,0.9386,0.7218,0.162356232873071,0.52856692627187,0.9476,0.8551,0.132034569461296,0.450594885426998,0.9449,0.9144
0.6,0,0.238135388763462,0.812587750454887,0.935,0.993,0.209593213729806,0.459773479342488,0.9299,0.7917,0.181946949346363,0.607375480516693,0.937,0.8419,0.248824475374818,0.715763095560606,0.918,0.6718,0.221628496807452,0.678862575189905,0.9282,0.7547,0.0720456584298395,0.252298194346708,0.939,0.9752,0.0651229456493862,0.240866393432271,0.936,0.9926,0.0673908797064379,0.245275617372084,0.9367,0.9872,0.189019438033468,0.609770532549551,0.9353,0.8218,0.250119465543912,0.715651218384906,0.9173,0.6685,0.224653576000419,0.679360470842904,0.9276,0.7467,0.152753555817585,0.508870870300229,0.9408,0.8474,0.11529280444692,0.435124075729324,0.941,0.9142
0.7,0,0.205458338494496,0.804693344583773,0.9317,0.9945,0.182906612642092,0.422462956719062,0.9199,0.8022,0.157963400773221,0.604683342683953,0.9273,0.8437,0.221053236376921,0.720838837629997,0.9054,0.6733,0.19412917519859,0.672487215193531,0.9174,0.7582,0.0472099775320095,0.209801719418525,0.9331,0.9931,0.0450029622270113,0.207003232897603,0.932,0.9982,0.0454196575253301,0.207533753661959,0.9325,0.9971,0.159367210141168,0.60484475131464,0.9266,0.8391,0.221185554691141,0.720825688900787,0.9052,0.6724,0.19461664484276,0.672593859919526,0.9167,0.7563,0.131230063636251,0.497862605994536,0.9364,0.8524,0.0942363823996592,0.372878845391082,0.9394,0.9218
0.8,0,0.17692555121585,0.746243416562786,0.9382,0.9951,0.159914287902388,0.391957794731974,0.9139,0.8103,0.131049044226085,0.512244037484522,0.927,0.8535,0.197354160039809,0.658799603863596,0.8964,0.6729,0.169782861315695,0.604927761190749,0.9101,0.7611,0.0318512015061913,0.178264068718911,0.9389,0.9989,0.0311414352075377,0.177146381924511,0.9382,0.9998,0.031436433319047,0.178250755476475,0.9385,0.9995,0.13143545636973,0.512294721173781,0.9269,0.853,0.197493583478539,0.658858940417144,0.8961,0.6727,0.169939177677509,0.604985000184687,0.9101,0.7608,0.111737876181734,0.411850250681558,0.935,0.8584,0.0808864910540987,0.346044849714067,0.9415,0.9219
0.9,0,0.160332620709716,0.902573525192327,0.9367,0.995,0.143177975700229,0.367215227001412,0.9027,0.8254,0.116444896031549,0.740215421427684,0.9199,0.8497,0.177359153233468,0.831397561987219,0.8831,0.6746,0.15248222073047,0.7945073440546,0.898,0.7612,0.0273758599663732,0.160648048315049,0.9367,0.9998,0.0273813748130301,0.160332620709716,0.9367,1,0.0273813748130301,0.160332620709716,0.9367,1,0.116439381184892,0.740283807996229,0.9199,0.8495,0.177359153233468,0.831397561987219,0.8831,0.6746,0.15248222073047,0.7945073440546,0.898,0.7612,0.0989808108988516,0.675701464425602,0.9302,0.8533,0.0703181222795215,0.633493457429127,0.9352,0.9163
