"relevance.w","endog.w","RMSE","RMSE1","COVERAGE","COVERAGE1","FMSC.BIAS","FMSC.RMSE","FMSC.COVERAGE","FMSC.CORRECT","GMM.BIC.BIAS","GMM.BIC.RMSE","GMM.BIC.COVERAGE","GMM.BIC.CORRECT","GMM.AIC.BIAS","GMM.AIC.RMSE","GMM.AIC.COVERAGE","GMM.AIC.CORRECT","GMM.HQ.BIAS","GMM.HQ.RMSE","GMM.HQ.COVERAGE","GMM.HQ.CORRECT","CC.BIC.BIAS","CC.BIC.RMSE","CC.BIC.COVERAGE","CC.BIC.CORRECT","CC.AIC.BIAS","CC.AIC.RMSE","CC.AIC.COVERAGE","CC.AIC.CORRECT","CC.HQ.BIAS","CC.HQ.RMSE","CC.HQ.COVERAGE","CC.HQ.CORRECT","CC.MSC.BIC.BIAS","CC.MSC.BIC.RMSE","CC.MSC.BIC.COVERAGE","CC.MSC.BIC.CORRECT","CC.MSC.AIC.BIAS","CC.MSC.AIC.RMSE","CC.MSC.AIC.COVERAGE","CC.MSC.AIC.CORRECT","CC.MSC.HQ.BIAS","CC.MSC.HQ.RMSE","CC.MSC.HQ.COVERAGE","CC.MSC.HQ.CORRECT","J.90.BIAS","J.90.RMSE","J.90.COVERAGE","J.90.CORRECT","J.95.BIAS","J.95.RMSE","J.95.COVERAGE","J.95.CORRECT"
1,0,0.101129818302019,0.688331343369755,0.943,0.9968,0.118035120954725,0.320681292768888,0.8434,0.8378,0.0761436354220219,0.433092721163634,0.9042,0.904,0.145859485024778,0.603682945106591,0.8006,0.7035,0.113426499764134,0.535895168590991,0.8521,0.8167,0.00978985113227172,0.101129818302019,0.943,1,0.00978985113227172,0.101129818302019,0.943,1,0.00978985113227172,0.101129818302019,0.943,1,0.0761436354220219,0.433092721163634,0.9042,0.904,0.145859485024778,0.603682945106591,0.8006,0.7035,0.113426499764134,0.535895168590991,0.8521,0.8167,0.0772846935264549,0.375511018121876,0.9064,0.8766,0.0512933430437328,0.287810629852891,0.9308,0.9337
1.1,0,0.0922388651884165,0.657376252579015,0.9384,0.9975,0.102873725589575,0.294009207461786,0.8468,0.846,0.0643941301204246,0.419379521809965,0.9102,0.9061,0.131911291032536,0.573388018926823,0.7976,0.6965,0.0995199169941981,0.509484585547798,0.8536,0.8115,0.00723150132345863,0.0922388651884165,0.9384,1,0.00723150132345863,0.0922388651884165,0.9384,1,0.00723150132345863,0.0922388651884165,0.9384,1,0.0643941301204246,0.419379521809965,0.9102,0.9061,0.131911291032536,0.573388018926823,0.7976,0.6965,0.0995199169941981,0.509484585547798,0.8536,0.8115,0.0640222283078341,0.364409973691675,0.913,0.8765,0.0410337544097224,0.283012265634294,0.9307,0.936
1.2,0,0.0843316073415594,0.62828648367556,0.9407,0.9958,0.0914851151920789,0.274471807768012,0.8503,0.8591,0.0640511725005415,0.405016881238762,0.9038,0.9018,0.128504421969598,0.552777850887023,0.7721,0.7117,0.0991448005558485,0.489756724779123,0.8387,0.8194,0.0070339911767715,0.0843316073415594,0.9407,1,0.0070339911767715,0.0843316073415594,0.9407,1,0.0070339911767715,0.0843316073415594,0.9407,1,0.0640511725005415,0.405016881238762,0.9038,0.9018,0.128504421969598,0.552777850887023,0.7721,0.7117,0.0991448005558485,0.489756724779123,0.8387,0.8194,0.0636838800839548,0.334154183387515,0.9065,0.8752,0.0425968744970352,0.27027835114647,0.9295,0.9325
1.3,0,0.0780164516352145,0.608368665240217,0.9399,0.9966,0.088837231002348,0.268161776714942,0.8394,0.8554,0.0610949350133295,0.404457170965351,0.8967,0.9054,0.115292575901974,0.53596504753489,0.7858,0.7102,0.0895541217533035,0.477841928712951,0.8412,0.8182,0.00569130681952441,0.0780164516352145,0.9399,1,0.00569130681952441,0.0780164516352145,0.9399,1,0.00569130681952441,0.0780164516352145,0.9399,1,0.0610949350133295,0.404457170965351,0.8967,0.9054,0.115292575901974,0.53596504753489,0.7858,0.7102,0.0895541217533035,0.477841928712951,0.8412,0.8182,0.0584892191692781,0.36293185156732,0.9042,0.8751,0.0353600127025887,0.243578530428578,0.9287,0.9369
0,0.05,0.820606932510847,1.00995888389618,0.9942,0.9971,0.494370414198873,0.802774907915732,0.9942,0.7822,0.498820500411844,0.883348524301149,0.9939,0.9446,0.497171740523163,0.937829839198369,0.9941,0.7902,0.497843815960225,0.915911569758686,0.9938,0.8786,0.502027139454116,0.996563716699598,0.996,0.038,0.501904727767356,0.945504523075481,0.9951,0.1673,0.50226168016604,0.982461363697115,0.9954,0.0867,0.501745682364578,1.00319170974337,0.9959,0.0352,0.4986046868369,0.97942511922533,0.9952,0.1263,0.499405282596241,0.999012079563888,0.9953,0.0729,0.498474452388231,0.851990742672176,0.9939,0.9081,0.498589446730034,0.834444397107054,0.9941,0.9525
0.1,0.05,0.729198632007878,1.02586449583845,0.993,0.9974,0.487468587042513,0.726003257947266,0.9933,0.8562,0.493022408468156,0.856299468886294,0.9931,0.9539,0.487822299585873,0.947927718088006,0.9932,0.8071,0.48874921083214,0.910447629616933,0.9931,0.8962,0.486572644814739,0.983650510047027,0.9953,0.127,0.48742350265432,0.910833956551498,0.993,0.3477,0.4862040763787,0.944872421930361,0.9942,0.2341,0.48964560483086,1.00539343477072,0.9951,0.1185,0.486380140391388,1.00067011360786,0.9933,0.2706,0.489408871888735,0.99843378899934,0.9942,0.2039,0.491933616845041,0.824690166500752,0.9929,0.9171,0.489125493466454,0.767244805216783,0.9929,0.9595
0.2,0.05,0.534373090275495,0.972998060871749,0.9808,0.9975,0.397226160513808,0.586891453391567,0.9823,0.8842,0.382637059543475,0.742753781754591,0.9812,0.9301,0.416919375222322,0.885382452902411,0.984,0.7614,0.395989409144837,0.815994717846736,0.9821,0.8613,0.426960159180026,0.750448674797947,0.9861,0.4437,0.390215039937032,0.635538501303356,0.9829,0.719,0.40871167936706,0.690153189918295,0.985,0.5927,0.440494498516503,0.864794641961273,0.9853,0.4077,0.434951247539621,0.908592090540873,0.9839,0.5396,0.433367330630923,0.88208306376746,0.9837,0.5025,0.385669825330709,0.680858885537869,0.9824,0.8983,0.373575744455045,0.620150476383469,0.982,0.9479
0.3,0.05,0.38473980887963,0.937125315608205,0.9628,0.9957,0.324893784728896,0.516384473693355,0.9686,0.8658,0.300194051288001,0.6372403363345,0.9684,0.9162,0.375637905515479,0.822837133943135,0.9662,0.7338,0.340427290976631,0.736920080613161,0.9693,0.8362,0.290452569883601,0.514869982064952,0.9713,0.7906,0.253542221805341,0.423172534922009,0.9663,0.9354,0.265261989823535,0.455155449869005,0.9673,0.8827,0.342491784421809,0.705640929382738,0.9694,0.7225,0.382145714960847,0.829320901333822,0.9646,0.6872,0.358130640181669,0.761416156316313,0.9679,0.7363,0.299267819708163,0.567316691111161,0.9694,0.8887,0.270705199115375,0.49641658539055,0.9669,0.9425
0.4,0.05,0.287220028065188,0.95128810819773,0.9545,0.9965,0.271937894776148,0.468618931395456,0.96,0.8603,0.242027528977243,0.594029814674343,0.9606,0.9112,0.323522313585403,0.835665858272532,0.9481,0.7266,0.285666642135545,0.732768356583226,0.9562,0.8333,0.1858055653034,0.346601555179242,0.9605,0.9583,0.172458663349387,0.302903833782991,0.9561,0.9924,0.175679719076562,0.311125664548759,0.9576,0.9832,0.254980250988229,0.617582068097119,0.9614,0.8738,0.324652119542953,0.835833641102332,0.9475,0.7214,0.28998511771661,0.740055932158553,0.9555,0.82,0.234968564379235,0.517267093073975,0.9607,0.8865,0.212270654526073,0.439202865031408,0.9604,0.9393
0.5,0.05,0.231724183730056,0.858880587880425,0.949,0.9965,0.245654421772014,0.440768995340074,0.9366,0.8479,0.209628826535018,0.54177647461059,0.9452,0.9062,0.291084699068299,0.730584294852054,0.9176,0.7179,0.251519783960773,0.648353184829237,0.9359,0.8222,0.134729595635636,0.241446419625029,0.9498,0.994,0.131201008759841,0.233259888302991,0.9489,0.999,0.132851153866531,0.237894461771955,0.9495,0.9972,0.212872756130211,0.544706873338592,0.9447,0.9015,0.291171784571716,0.730582006910295,0.9174,0.7176,0.252438563791437,0.648572357520975,0.9355,0.8206,0.204197852677831,0.48727406885237,0.9483,0.8797,0.171860928217954,0.398797405601851,0.9516,0.9394
