"relevance.w","endog.w","RMSE","RMSE1","COVERAGE","COVERAGE1","FMSC.BIAS","FMSC.RMSE","FMSC.COVERAGE","FMSC.CORRECT","GMM.BIC.BIAS","GMM.BIC.RMSE","GMM.BIC.COVERAGE","GMM.BIC.CORRECT","GMM.AIC.BIAS","GMM.AIC.RMSE","GMM.AIC.COVERAGE","GMM.AIC.CORRECT","GMM.HQ.BIAS","GMM.HQ.RMSE","GMM.HQ.COVERAGE","GMM.HQ.CORRECT","CC.BIC.BIAS","CC.BIC.RMSE","CC.BIC.COVERAGE","CC.BIC.CORRECT","CC.AIC.BIAS","CC.AIC.RMSE","CC.AIC.COVERAGE","CC.AIC.CORRECT","CC.HQ.BIAS","CC.HQ.RMSE","CC.HQ.COVERAGE","CC.HQ.CORRECT","CC.MSC.BIC.BIAS","CC.MSC.BIC.RMSE","CC.MSC.BIC.COVERAGE","CC.MSC.BIC.CORRECT","CC.MSC.AIC.BIAS","CC.MSC.AIC.RMSE","CC.MSC.AIC.COVERAGE","CC.MSC.AIC.CORRECT","CC.MSC.HQ.BIAS","CC.MSC.HQ.RMSE","CC.MSC.HQ.COVERAGE","CC.MSC.HQ.CORRECT","J.90.BIAS","J.90.RMSE","J.90.COVERAGE","J.90.CORRECT","J.95.BIAS","J.95.RMSE","J.95.COVERAGE","J.95.CORRECT"
0.6,0.05,0.250397003036597,0.698907756403672,0.9375,0.9868,0.193887140228531,0.382020593796146,0.9404,0.8539,0.167649097044071,0.519237862310634,0.941,0.8736,0.199288574474385,0.617665290878118,0.9439,0.7118,0.183265415444724,0.572293817947597,0.9418,0.7948,0.127221707364442,0.270029164994103,0.9392,0.9772,0.122207771413134,0.251355484339187,0.9379,0.9945,0.123793499392019,0.255053164727309,0.9387,0.9896,0.171322472980823,0.524372809190559,0.9412,0.855,0.200046781091539,0.617491737203605,0.9436,0.7087,0.184851858465851,0.572323999592341,0.9413,0.7879,0.162621440280985,0.434767871881771,0.9421,0.8625,0.147555305720847,0.384204296250353,0.9398,0.9211
0.7,0.05,0.213751779225512,0.672057297067106,0.9389,0.986,0.174181336510784,0.363597552875215,0.9354,0.8465,0.146130040095231,0.485924516284876,0.9396,0.8701,0.175994065333881,0.590903168305942,0.9411,0.6989,0.165796502464281,0.545912574647844,0.9397,0.7798,0.0970298771080857,0.218054620641093,0.9393,0.9941,0.0956532703066669,0.214650013861419,0.9392,0.9985,0.0957545024905146,0.214889963232958,0.9394,0.9975,0.147528948860054,0.487128635811496,0.9395,0.8652,0.176272167422084,0.590853023192634,0.9412,0.6979,0.166137017784861,0.545905760818528,0.9395,0.7779,0.137509705740355,0.414133195659217,0.9421,0.8547,0.12151290174104,0.338048270386542,0.9394,0.9179
0.8,0.05,0.191878464896374,0.663456949001997,0.9311,0.9884,0.161006585214182,0.343688209838194,0.9271,0.8509,0.138301242832817,0.478628120390632,0.9329,0.8683,0.172608452807477,0.584544101344623,0.9304,0.6998,0.155435452160713,0.542394558046813,0.9317,0.7827,0.0847456778740558,0.19179273386305,0.9314,0.999,0.0844768410070039,0.191679260091598,0.9311,0.9999,0.0846281628546706,0.191348161226144,0.9312,0.9997,0.13857198219396,0.478531000808104,0.933,0.8674,0.172668138435519,0.584478741120848,0.9303,0.6997,0.155646459636422,0.542207180988095,0.9317,0.7824,0.130374416682336,0.39525668259798,0.9362,0.8539,0.113263086757585,0.324351275056987,0.9355,0.9232
0.9,0.05,0.169619401425798,0.629732772011559,0.9367,0.989,0.152164938043033,0.327611949502991,0.9227,0.8541,0.127607377617121,0.458940909552412,0.9334,0.8642,0.159685339489391,0.556378139744716,0.9269,0.6956,0.146758006301276,0.523567164257667,0.9298,0.7793,0.0749898946802815,0.169967023959023,0.9367,0.9998,0.0748222791371419,0.169619401425798,0.9367,1,0.0748222791371419,0.169619401425798,0.9367,1,0.127607377617121,0.458940909552412,0.9334,0.8642,0.159685339489391,0.556378139744716,0.9269,0.6956,0.146758006301276,0.523567164257667,0.9298,0.7793,0.124677852373921,0.381285913934701,0.9357,0.8526,0.104577714223396,0.313934660186645,0.9364,0.9175
1,0.05,0.151665845627757,0.605750038633414,0.937,0.9908,0.137018893296516,0.30155535548628,0.9201,0.8577,0.117554190155641,0.438868492270995,0.93,0.8644,0.143808979459189,0.539389517798294,0.9265,0.6897,0.135466845006716,0.509359062864532,0.9254,0.7727,0.0664032677558428,0.151665845627757,0.937,1,0.0664032677558428,0.151665845627757,0.937,1,0.0664032677558428,0.151665845627757,0.937,1,0.117554190155641,0.438868492270995,0.93,0.8644,0.143808979459189,0.539389517798294,0.9265,0.6897,0.135466845006716,0.509359062864532,0.9254,0.7727,0.110713121443229,0.368494003676846,0.9335,0.8565,0.0926692497070678,0.302854459440653,0.9384,0.9216
1.1,0.05,0.139796918145098,0.623617633819552,0.929,0.9899,0.121977166620709,0.28478006209936,0.9124,0.8609,0.0972534827488751,0.482060041926166,0.9258,0.8658,0.129200679319808,0.567554829017609,0.9213,0.6892,0.114361546068443,0.537407635395224,0.9224,0.7779,0.0561858536155687,0.139796918145098,0.929,1,0.0561858536155687,0.139796918145098,0.929,1,0.0561858536155687,0.139796918145098,0.929,1,0.0972534827488751,0.482060041926166,0.9258,0.8658,0.129200679319808,0.567554829017609,0.9213,0.6892,0.114361546068443,0.537407635395224,0.9224,0.7779,0.0951734798378119,0.335527128878922,0.929,0.8566,0.0807972837468049,0.275194193842741,0.9295,0.9232
1.2,0.05,0.12813182846839,0.563256580221233,0.927,0.9906,0.108966478204918,0.267501931879042,0.9137,0.872,0.0923530484822497,0.39641498061688,0.9254,0.8663,0.119713726671171,0.488735422618181,0.9192,0.6893,0.107080152301731,0.457160383136278,0.9213,0.7771,0.0509628626442995,0.12813182846839,0.927,1,0.0509628626442995,0.12813182846839,0.927,1,0.0509628626442995,0.12813182846839,0.927,1,0.0923530484822497,0.39641498061688,0.9254,0.8663,0.119713726671171,0.488735422618181,0.9192,0.6893,0.107080152301731,0.457160383136278,0.9213,0.7771,0.087244872411506,0.323634134644279,0.9283,0.8554,0.0743719825299107,0.262072704134148,0.9292,0.9233
1.3,0.05,0.116897998979463,0.536660254794561,0.933,0.9925,0.101905076138056,0.249147952893305,0.9138,0.8772,0.0850593838655275,0.401163363918347,0.924,0.8662,0.11166306830553,0.481604120361347,0.9194,0.6895,0.102711038318427,0.455719434839546,0.9201,0.7778,0.0470895202075353,0.116897998979463,0.933,1,0.0470895202075353,0.116897998979463,0.933,1,0.0470895202075353,0.116897998979463,0.933,1,0.0850593838655275,0.401163363918347,0.924,0.8662,0.11166306830553,0.481604120361347,0.9194,0.6895,0.102711038318427,0.455719434839546,0.9201,0.7778,0.0810639182701046,0.328009674613409,0.9273,0.8553,0.0682310101785343,0.276996803488664,0.9294,0.922
0,0.1,0.654608491285747,0.749307249882636,0.973,0.9811,0.338213211542025,0.638097335974177,0.9736,0.7137,0.322602553259846,0.706048454420472,0.9696,0.8753,0.308343451115916,0.730188906006414,0.97,0.7138,0.313849436140437,0.7218522623703,0.9696,0.7958,0.30681758122492,0.727882172629404,0.9762,0.061,0.316794279465139,0.708648145177617,0.974,0.1835,0.310760530029907,0.720690800149913,0.9745,0.1184,0.30113153920047,0.740858628634078,0.9755,0.051,0.301094914650625,0.743584937144962,0.973,0.1262,0.299892001133098,0.743807003618531,0.9734,0.0894,0.331212386370054,0.684177592168291,0.9719,0.8439,0.333701289441919,0.67484161458036,0.9717,0.9107
0.1,0.1,0.660585766218046,0.792847821692333,0.9779,0.9809,0.369456712320269,0.644613216713557,0.9772,0.7697,0.356197644144411,0.736203092745256,0.9737,0.8892,0.328556084083092,0.769091439116532,0.9712,0.7376,0.339710760641073,0.759962672898908,0.9721,0.8154,0.323947359283523,0.777553599193531,0.9773,0.1131,0.34977251182439,0.756251239035406,0.9761,0.2648,0.335893375875699,0.765960031963107,0.9765,0.1879,0.313627477490514,0.789341498757017,0.9761,0.0954,0.314300673046155,0.7894315017265,0.9725,0.1811,0.314700710136041,0.788758351685694,0.9735,0.1436,0.364901379797013,0.685964536133764,0.975,0.8547,0.376997073985797,0.677227751190551,0.9768,0.922
0.2,0.1,0.574639200118121,0.769323603904913,0.9714,0.9825,0.355189850732623,0.571198039714132,0.9689,0.8319,0.345154759957729,0.645874872028112,0.9663,0.8979,0.321037332163346,0.716841383670253,0.9644,0.7449,0.331181300423843,0.687339321413832,0.964,0.8241,0.33940804153083,0.705260835653907,0.9709,0.2896,0.356735302644356,0.663557134851511,0.971,0.5035,0.350975281344698,0.684106267341383,0.9708,0.4076,0.32264339108164,0.730130916382162,0.9683,0.2516,0.316833199322112,0.744865376901357,0.9674,0.3571,0.321077222498235,0.738674291908911,0.9666,0.3203,0.354372492443469,0.619069873704994,0.9693,0.8665,0.363016408796097,0.600516817979549,0.9695,0.9269
0.3,0.1,0.480204463513273,0.835312425001153,0.9638,0.9859,0.325898072344388,0.508926671177336,0.9643,0.8671,0.311040936858304,0.602073382427293,0.9614,0.8949,0.303925102937146,0.792883578668641,0.9625,0.7352,0.303252299760409,0.641177658738345,0.961,0.8183,0.326930409237074,0.68201408306166,0.9682,0.5441,0.332149392736868,0.630936649388196,0.9656,0.7461,0.33007054356025,0.655227666038933,0.9667,0.6651,0.313411337676651,0.735593948654111,0.9648,0.4779,0.306034903388461,0.80060991700227,0.9635,0.5334,0.308219201645664,0.748614370265805,0.9637,0.5308,0.318840515945163,0.559242958129041,0.9631,0.8645,0.32171728178014,0.5316040261766,0.9633,0.9275
0.4,0.1,0.393539560491617,0.735387805927809,0.9554,0.9861,0.282492204583209,0.449431205062069,0.9554,0.8838,0.261399606493073,0.580275834994311,0.9541,0.8862,0.264706133651963,0.665702822258631,0.957,0.7254,0.262461913990981,0.635752370382229,0.9553,0.8081,0.279754511073588,0.489693119308694,0.9593,0.7719,0.26953367344352,0.419442668735854,0.9576,0.8971,0.275505258858291,0.439768207954174,0.9582,0.8542,0.276867182553794,0.620121873372838,0.9584,0.6805,0.269019506273929,0.670125406998409,0.9587,0.6451,0.271016014264402,0.648076904103417,0.9584,0.685,0.267416148593426,0.513155394639927,0.9569,0.864,0.262478833956659,0.473505239361237,0.9548,0.9265
0.5,0.1,0.330784927221065,0.72779202456899,0.9478,0.9869,0.253930877414385,0.415832091767781,0.9507,0.8795,0.233084904832749,0.566170377064476,0.9494,0.8768,0.23939693430838,0.654033791539055,0.9545,0.7152,0.234741792229677,0.620226364803816,0.951,0.7962,0.227198915835653,0.365202769027324,0.9507,0.9164,0.222035853766763,0.343276616293279,0.9488,0.9734,0.223736025899569,0.349970874759262,0.9496,0.9549,0.239925729794988,0.577599323676118,0.9518,0.8019,0.241340721834459,0.655858056108801,0.9549,0.6944,0.238454421491968,0.624424144806781,0.9523,0.758,0.233715603137862,0.502664301288183,0.9513,0.8587,0.228724024036252,0.446626696803361,0.9485,0.9226
